[2025-02-20 23:45:21,414:INFO:main:Welcome !!]
[2025-02-23 19:35:46,748:INFO:common:created directory at: artifacts]
[2025-02-23 19:35:46,748:INFO:common:created directory at: artifacts\training]
[2025-02-23 19:36:14,164:INFO:main:Stage Training completed]
[2025-02-23 19:36:14,164:INFO:main: stage Evaluation stage  started]
[2025-02-23 19:36:14,166:INFO:common:yaml file :config\config.yaml loaded succfully]
[2025-02-23 19:36:14,169:INFO:common:yaml file :params.yaml loaded succfully]
[2025-02-23 19:36:14,169:INFO:common:created directory at: artifacts]
[2025-02-23 19:36:20,158:INFO:common:json file saved at:scores.json]
[2025-02-23 19:36:21,772:INFO:builder_impl:Assets written to: C:\Users\RYM\AppData\Local\Temp\tmpipujjt0d\model\data\model\assets]
[2025-02-26 22:07:43,278:INFO:main: stage Data Ingestion stage  started]
[2025-02-26 22:07:43,282:INFO:common:yaml file :config/config.yaml loaded succfully]
[2025-02-26 22:07:43,308:INFO:common:yaml file :params.yaml loaded succfully]
[2025-02-26 22:07:43,311:INFO:common:created directory at: artifacts]
[2025-02-26 22:07:43,313:INFO:common:created directory at: artifacts/data_ingestion]
[2025-02-26 22:07:43,316:INFO:data_ingestion:Downloading data from https://drive.google.com/file/d/1g0FAt3OgF4BOqwvxBEMCHJ04FaypAALz/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2025-02-26 22:09:28,690:INFO:data_ingestion:Download data from https://drive.google.com/file/d/1g0FAt3OgF4BOqwvxBEMCHJ04FaypAALz/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2025-02-26 22:09:37,466:INFO:main:Stage Data Ingestion stage completed]
[2025-02-26 22:09:37,467:INFO:main: stage Prepare base model  started]
[2025-02-26 22:09:37,470:INFO:common:yaml file :config/config.yaml loaded succfully]
[2025-02-26 22:09:37,472:INFO:common:yaml file :params.yaml loaded succfully]
[2025-02-26 22:09:37,477:INFO:common:created directory at: artifacts]
[2025-02-26 22:09:37,487:INFO:common:created directory at: artifacts/prepare_base_model]
[2025-02-26 22:10:57,450:WARNING:saving_api:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-02-26 22:10:57,810:WARNING:saving_api:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-02-26 22:10:58,213:INFO:main:Stage Prepare base model completed]
[2025-02-26 22:10:58,213:INFO:main: stage Training  started]
[2025-02-26 22:10:58,215:INFO:common:yaml file :config/config.yaml loaded succfully]
[2025-02-26 22:10:58,218:INFO:common:yaml file :params.yaml loaded succfully]
[2025-02-26 22:10:58,219:INFO:common:created directory at: artifacts]
[2025-02-26 22:10:58,221:INFO:common:created directory at: artifacts/training]
[2025-02-26 22:10:58,643:WARNING:saving_utils:Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-02-26 22:25:42,883:INFO:main: stage Data Ingestion stage  started]
[2025-02-26 22:25:42,886:INFO:common:yaml file :config/config.yaml loaded succfully]
[2025-02-26 22:25:42,888:INFO:common:yaml file :params.yaml loaded succfully]
[2025-02-26 22:25:42,891:INFO:common:created directory at: artifacts]
[2025-02-26 22:25:42,893:INFO:common:created directory at: artifacts/data_ingestion]
[2025-02-26 22:25:42,893:ERROR:main:DataIngestionConfig.__init__() got an unexpected keyword argument 'source_URL']
Traceback (most recent call last):
  File "/mnt/c/projet/Kideny_Disease_Classification/main.py", line 12, in <module>
    obj.main()
  File "/mnt/c/projet/Kideny_Disease_Classification/src/cnnClassifier/pipeline/stage_01_data_Ingestion.py", line 12, in main
    data_ingestion_config=config.get_data_ingestion_config()
                          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/mnt/c/projet/Kideny_Disease_Classification/src/cnnClassifier/config/configuration.py", line 28, in get_data_ingestion_config
    data_ingestion_config = DataIngestionConfig(
                            ^^^^^^^^^^^^^^^^^^^^
TypeError: DataIngestionConfig.__init__() got an unexpected keyword argument 'source_URL'
[2025-02-26 22:29:03,659:INFO:main: stage Data Ingestion stage  started]
[2025-02-26 22:29:03,662:INFO:common:yaml file :config/config.yaml loaded succfully]
[2025-02-26 22:29:03,664:INFO:common:yaml file :params.yaml loaded succfully]
[2025-02-26 22:29:03,665:INFO:common:created directory at: artifacts]
[2025-02-26 22:29:03,668:INFO:common:created directory at: artifacts/data_ingestion]
[2025-02-26 22:29:03,668:ERROR:main:DataIngestionConfig.__init__() got an unexpected keyword argument 'source_URL']
Traceback (most recent call last):
  File "/mnt/c/projet/Kideny_Disease_Classification/main.py", line 12, in <module>
    obj.main()
  File "/mnt/c/projet/Kideny_Disease_Classification/src/cnnClassifier/pipeline/stage_01_data_Ingestion.py", line 12, in main
    data_ingestion_config=config.get_data_ingestion_config()
                          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/mnt/c/projet/Kideny_Disease_Classification/src/cnnClassifier/config/configuration.py", line 28, in get_data_ingestion_config
    data_ingestion_config = DataIngestionConfig(
                            ^^^^^^^^^^^^^^^^^^^^
TypeError: DataIngestionConfig.__init__() got an unexpected keyword argument 'source_URL'
[2025-02-26 22:31:40,389:INFO:main: stage Data Ingestion stage  started]
[2025-02-26 22:31:40,392:INFO:common:yaml file :config/config.yaml loaded succfully]
[2025-02-26 22:31:40,394:INFO:common:yaml file :params.yaml loaded succfully]
[2025-02-26 22:31:40,395:INFO:common:created directory at: artifacts]
[2025-02-26 22:31:40,397:INFO:common:created directory at: artifacts/data_ingestion]
[2025-02-26 22:31:40,397:ERROR:main:DataIngestionConfig.__init__() got an unexpected keyword argument 'source_URL']
Traceback (most recent call last):
  File "/mnt/c/projet/Kideny_Disease_Classification/main.py", line 12, in <module>
    obj.main()
  File "/mnt/c/projet/Kideny_Disease_Classification/src/cnnClassifier/pipeline/stage_01_data_Ingestion.py", line 14, in main
    data_ingestion_config = config.get_data_ingestion_config()
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/mnt/c/projet/Kideny_Disease_Classification/src/cnnClassifier/config/configuration.py", line 28, in get_data_ingestion_config
    data_ingestion_config = DataIngestionConfig(
                            ^^^^^^^^^^^^^^^^^^^^
TypeError: DataIngestionConfig.__init__() got an unexpected keyword argument 'source_URL'
[2025-02-26 22:37:34,131:INFO:main: stage Data Ingestion stage  started]
[2025-02-26 22:37:34,144:INFO:common:yaml file :config/config.yaml loaded succfully]
[2025-02-26 22:37:34,155:INFO:common:yaml file :params.yaml loaded succfully]
[2025-02-26 22:37:34,160:INFO:common:created directory at: artifacts]
[2025-02-26 22:37:34,171:INFO:common:created directory at: artifacts/data_ingestion]
[2025-02-26 22:37:34,173:ERROR:main:DataIngestionConfig.__init__() got an unexpected keyword argument 'source_URL']
Traceback (most recent call last):
  File "/mnt/c/projet/Kideny_Disease_Classification/main.py", line 12, in <module>
    obj.main()
  File "/mnt/c/projet/Kideny_Disease_Classification/src/cnnClassifier/pipeline/stage_01_data_Ingestion.py", line 14, in main
    data_ingestion_config = config.get_data_ingestion_config()
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/mnt/c/projet/Kideny_Disease_Classification/src/cnnClassifier/config/configuration.py", line 28, in get_data_ingestion_config
    data_ingestion_config = DataIngestionConfig(
                            ^^^^^^^^^^^^^^^^^^^^
TypeError: DataIngestionConfig.__init__() got an unexpected keyword argument 'source_URL'
[2025-02-26 22:41:41,214:INFO:main: stage Data Ingestion stage  started]
[2025-02-26 22:41:41,226:INFO:common:yaml file :config/config.yaml loaded succfully]
[2025-02-26 22:41:41,237:INFO:common:yaml file :params.yaml loaded succfully]
[2025-02-26 22:41:41,242:INFO:common:created directory at: artifacts]
[2025-02-26 22:41:41,254:INFO:common:created directory at: artifacts/data_ingestion]
[2025-02-26 22:41:41,265:INFO:data_ingestion:Downloading data from https://drive.google.com/file/d/1g0FAt3OgF4BOqwvxBEMCHJ04FaypAALz/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2025-02-26 22:42:51,870:INFO:data_ingestion:Download data from https://drive.google.com/file/d/1g0FAt3OgF4BOqwvxBEMCHJ04FaypAALz/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2025-02-26 22:43:08,175:INFO:main:Stage Data Ingestion stage completed]
[2025-02-26 22:43:08,177:INFO:main: stage Prepare base model  started]
[2025-02-26 22:43:08,196:INFO:common:yaml file :config/config.yaml loaded succfully]
[2025-02-26 22:43:08,218:INFO:common:yaml file :params.yaml loaded succfully]
[2025-02-26 22:43:08,227:INFO:common:created directory at: artifacts]
[2025-02-26 22:43:08,245:INFO:common:created directory at: artifacts/prepare_base_model]
[2025-02-26 22:43:16,667:WARNING:saving_api:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-02-26 22:43:17,280:WARNING:saving_api:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-02-26 22:43:18,032:INFO:main:Stage Prepare base model completed]
[2025-02-26 22:43:18,033:INFO:main: stage Training  started]
[2025-02-26 22:43:18,035:INFO:common:yaml file :config/config.yaml loaded succfully]
[2025-02-26 22:43:18,039:INFO:common:yaml file :params.yaml loaded succfully]
[2025-02-26 22:43:18,041:INFO:common:created directory at: artifacts]
[2025-02-26 22:43:18,045:INFO:common:created directory at: artifacts/training]
[2025-02-26 22:43:18,619:WARNING:saving_utils:Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-02-26 22:50:03,738:INFO:main: stage Data Ingestion stage  started]
[2025-02-26 22:50:03,741:INFO:common:yaml file :config/config.yaml loaded succfully]
[2025-02-26 22:50:03,744:INFO:common:yaml file :params.yaml loaded succfully]
[2025-02-26 22:50:03,745:INFO:common:created directory at: artifacts]
[2025-02-26 22:50:03,749:INFO:common:created directory at: artifacts/data_ingestion]
[2025-02-26 22:50:03,753:INFO:data_ingestion:Downloading data from https://drive.google.com/file/d/1g0FAt3OgF4BOqwvxBEMCHJ04FaypAALz/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2025-02-26 22:50:35,044:INFO:data_ingestion:Download data from https://drive.google.com/file/d/1g0FAt3OgF4BOqwvxBEMCHJ04FaypAALz/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2025-02-26 22:50:46,388:INFO:main:Stage Data Ingestion stage completed]
[2025-02-26 22:50:46,389:INFO:main: stage Prepare base model  started]
[2025-02-26 22:50:46,398:INFO:common:yaml file :config/config.yaml loaded succfully]
[2025-02-26 22:50:46,404:INFO:common:yaml file :params.yaml loaded succfully]
[2025-02-26 22:50:46,410:INFO:common:created directory at: artifacts]
[2025-02-26 22:50:46,416:INFO:common:created directory at: artifacts/prepare_base_model]
[2025-02-26 22:50:52,770:WARNING:saving_api:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-02-26 22:50:53,177:WARNING:saving_api:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-02-26 22:50:53,847:INFO:main:Stage Prepare base model completed]
[2025-02-26 22:50:53,847:INFO:main: stage Training  started]
[2025-02-26 22:50:53,850:INFO:common:yaml file :config/config.yaml loaded succfully]
[2025-02-26 22:50:53,853:INFO:common:yaml file :params.yaml loaded succfully]
[2025-02-26 22:50:53,854:INFO:common:created directory at: artifacts]
[2025-02-26 22:50:53,856:INFO:common:created directory at: artifacts/training]
[2025-02-26 22:50:54,402:WARNING:saving_utils:Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-02-26 23:15:23,741:INFO:main: stage Data Ingestion stage  started]
[2025-02-26 23:15:23,760:INFO:common:yaml file :config/config.yaml loaded succfully]
[2025-02-26 23:15:23,779:INFO:common:yaml file :params.yaml loaded succfully]
[2025-02-26 23:15:23,784:INFO:common:created directory at: artifacts]
[2025-02-26 23:15:23,794:INFO:common:created directory at: artifacts/data_ingestion]
[2025-02-26 23:15:23,798:INFO:data_ingestion:Downloading data from https://drive.google.com/file/d/1g0FAt3OgF4BOqwvxBEMCHJ04FaypAALz/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2025-02-26 23:15:53,432:INFO:data_ingestion:Download data from https://drive.google.com/file/d/1g0FAt3OgF4BOqwvxBEMCHJ04FaypAALz/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2025-02-26 23:16:00,690:INFO:main:Stage Data Ingestion stage completed]
[2025-02-26 23:16:00,691:INFO:main: stage Prepare base model  started]
[2025-02-26 23:16:00,704:INFO:common:yaml file :config/config.yaml loaded succfully]
[2025-02-26 23:16:00,711:INFO:common:yaml file :params.yaml loaded succfully]
[2025-02-26 23:16:00,713:INFO:common:created directory at: artifacts]
[2025-02-26 23:16:00,717:INFO:common:created directory at: artifacts/prepare_base_model]
[2025-02-26 23:16:04,799:WARNING:saving_api:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-02-26 23:16:05,353:WARNING:saving_api:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-02-26 23:16:05,935:INFO:main:Stage Prepare base model completed]
[2025-02-26 23:16:05,935:INFO:main: stage Training  started]
[2025-02-26 23:16:05,938:INFO:common:yaml file :config/config.yaml loaded succfully]
[2025-02-26 23:16:05,940:INFO:common:yaml file :params.yaml loaded succfully]
[2025-02-26 23:16:05,949:INFO:common:created directory at: artifacts]
[2025-02-26 23:16:05,967:INFO:common:created directory at: artifacts/training]
[2025-02-26 23:16:06,590:WARNING:saving_utils:Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-02-26 23:22:04,952:INFO:main: stage Data Ingestion stage  started]
[2025-02-26 23:22:04,954:INFO:common:yaml file :config/config.yaml loaded succfully]
[2025-02-26 23:22:04,956:INFO:common:yaml file :params.yaml loaded succfully]
[2025-02-26 23:22:04,958:INFO:common:created directory at: artifacts]
[2025-02-26 23:22:04,966:INFO:common:created directory at: artifacts/data_ingestion]
[2025-02-26 23:22:04,968:INFO:data_ingestion:Downloading data from https://drive.google.com/file/d/1g0FAt3OgF4BOqwvxBEMCHJ04FaypAALz/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2025-02-26 23:22:35,010:INFO:data_ingestion:Download data from https://drive.google.com/file/d/1g0FAt3OgF4BOqwvxBEMCHJ04FaypAALz/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2025-02-26 23:22:40,705:INFO:main:Stage Data Ingestion stage completed]
[2025-02-26 23:22:40,706:INFO:main: stage Prepare base model  started]
[2025-02-26 23:22:40,708:INFO:common:yaml file :config/config.yaml loaded succfully]
[2025-02-26 23:22:40,712:INFO:common:yaml file :params.yaml loaded succfully]
[2025-02-26 23:22:40,715:INFO:common:created directory at: artifacts]
[2025-02-26 23:22:40,718:INFO:common:created directory at: artifacts/prepare_base_model]
[2025-02-26 23:22:44,348:WARNING:saving_api:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-02-26 23:22:47,354:WARNING:saving_api:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-02-26 23:22:47,836:INFO:main:Stage Prepare base model completed]
[2025-02-26 23:22:47,836:INFO:main: stage Training  started]
[2025-02-26 23:22:47,839:INFO:common:yaml file :config/config.yaml loaded succfully]
[2025-02-26 23:22:47,842:INFO:common:yaml file :params.yaml loaded succfully]
[2025-02-26 23:22:47,844:INFO:common:created directory at: artifacts]
[2025-02-26 23:22:47,847:INFO:common:created directory at: artifacts/training]
[2025-02-26 23:25:10,740:INFO:main: stage Data Ingestion stage  started]
[2025-02-26 23:25:10,743:INFO:common:yaml file :config/config.yaml loaded succfully]
[2025-02-26 23:25:10,745:INFO:common:yaml file :params.yaml loaded succfully]
[2025-02-26 23:25:10,746:INFO:common:created directory at: artifacts]
[2025-02-26 23:25:10,749:INFO:common:created directory at: artifacts/data_ingestion]
[2025-02-26 23:25:10,751:INFO:data_ingestion:Downloading data from https://drive.google.com/file/d/1g0FAt3OgF4BOqwvxBEMCHJ04FaypAALz/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2025-02-26 23:25:37,006:INFO:data_ingestion:Download data from https://drive.google.com/file/d/1g0FAt3OgF4BOqwvxBEMCHJ04FaypAALz/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2025-02-26 23:25:46,247:INFO:main:Stage Data Ingestion stage completed]
[2025-02-26 23:25:46,248:INFO:main: stage Prepare base model  started]
[2025-02-26 23:25:46,265:INFO:common:yaml file :config/config.yaml loaded succfully]
[2025-02-26 23:25:46,269:INFO:common:yaml file :params.yaml loaded succfully]
[2025-02-26 23:25:46,270:INFO:common:created directory at: artifacts]
[2025-02-26 23:25:46,273:INFO:common:created directory at: artifacts/prepare_base_model]
[2025-02-26 23:25:50,303:WARNING:saving_api:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-02-26 23:25:50,708:WARNING:saving_api:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-02-26 23:25:51,079:INFO:main:Stage Prepare base model completed]
[2025-02-26 23:25:51,079:INFO:main: stage Training  started]
[2025-02-26 23:25:51,082:INFO:common:yaml file :config/config.yaml loaded succfully]
[2025-02-26 23:25:51,091:INFO:common:yaml file :params.yaml loaded succfully]
[2025-02-26 23:25:51,094:INFO:common:created directory at: artifacts]
[2025-02-26 23:25:51,098:INFO:common:created directory at: artifacts/training]
[2025-02-26 23:25:51,766:WARNING:saving_utils:Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-02-26 23:26:23,402:WARNING:saving_api:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-02-26 23:26:24,045:INFO:main:Stage Training completed]
[2025-02-26 23:26:24,045:INFO:main: stage Evaluation stage  started]
[2025-02-26 23:26:24,048:INFO:common:yaml file :config/config.yaml loaded succfully]
[2025-02-26 23:26:24,050:INFO:common:yaml file :params.yaml loaded succfully]
[2025-02-26 23:26:24,058:INFO:common:created directory at: artifacts]
[2025-02-26 23:26:24,901:WARNING:saving_utils:Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-02-26 23:26:27,506:INFO:common:json file saved at:scores.json]
[2025-02-26 23:42:53,786:INFO:main: stage Data Ingestion stage  started]
[2025-02-26 23:42:53,789:INFO:common:yaml file :config/config.yaml loaded succfully]
[2025-02-26 23:42:53,792:INFO:common:yaml file :params.yaml loaded succfully]
[2025-02-26 23:42:53,794:INFO:common:created directory at: artifacts]
[2025-02-26 23:42:53,796:INFO:common:created directory at: artifacts/data_ingestion]
[2025-02-26 23:42:53,800:INFO:data_ingestion:Downloading data from https://drive.google.com/file/d/1g0FAt3OgF4BOqwvxBEMCHJ04FaypAALz/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2025-02-26 23:43:28,827:INFO:data_ingestion:Download data from https://drive.google.com/file/d/1g0FAt3OgF4BOqwvxBEMCHJ04FaypAALz/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2025-02-26 23:43:45,448:INFO:main:Stage Data Ingestion stage completed]
[2025-02-26 23:43:45,450:INFO:main: stage Prepare base model  started]
[2025-02-26 23:43:45,462:INFO:common:yaml file :config/config.yaml loaded succfully]
[2025-02-26 23:43:45,475:INFO:common:yaml file :params.yaml loaded succfully]
[2025-02-26 23:43:45,483:INFO:common:created directory at: artifacts]
[2025-02-26 23:43:45,496:INFO:common:created directory at: artifacts/prepare_base_model]
[2025-02-26 23:43:58,712:WARNING:saving_api:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-02-26 23:43:59,519:WARNING:saving_api:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-02-26 23:44:00,301:INFO:main:Stage Prepare base model completed]
[2025-02-26 23:44:00,302:INFO:main: stage Training  started]
[2025-02-26 23:44:00,310:INFO:common:yaml file :config/config.yaml loaded succfully]
[2025-02-26 23:44:00,317:INFO:common:yaml file :params.yaml loaded succfully]
[2025-02-26 23:44:00,322:INFO:common:created directory at: artifacts]
[2025-02-26 23:44:00,330:INFO:common:created directory at: artifacts/training]
[2025-02-26 23:44:01,358:WARNING:saving_utils:Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-02-26 23:45:02,648:WARNING:saving_api:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2025-02-26 23:45:03,770:INFO:main:Stage Training completed]
[2025-02-26 23:45:03,771:INFO:main: stage Evaluation stage  started]
[2025-02-26 23:45:03,776:INFO:common:yaml file :config/config.yaml loaded succfully]
[2025-02-26 23:45:03,784:INFO:common:yaml file :params.yaml loaded succfully]
[2025-02-26 23:45:03,790:INFO:common:created directory at: artifacts]
[2025-02-26 23:45:05,365:WARNING:saving_utils:Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2025-02-26 23:45:09,838:INFO:common:json file saved at:scores.json]
[2025-02-26 23:54:25,750:INFO:main: stage Data Ingestion stage  started]
[2025-02-26 23:54:25,758:INFO:common:yaml file :config/config.yaml loaded succfully]
[2025-02-26 23:54:25,765:INFO:common:yaml file :params.yaml loaded succfully]
[2025-02-26 23:54:25,770:INFO:common:created directory at: artifacts]
[2025-02-26 23:54:25,778:INFO:common:created directory at: artifacts/data_ingestion]
[2025-02-26 23:54:25,788:INFO:data_ingestion:Downloading data from https://drive.google.com/file/d/1g0FAt3OgF4BOqwvxBEMCHJ04FaypAALz/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2025-02-26 23:55:04,254:INFO:data_ingestion:Download data from https://drive.google.com/file/d/1g0FAt3OgF4BOqwvxBEMCHJ04FaypAALz/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2025-02-26 23:55:19,504:INFO:main:Stage Data Ingestion stage completed]
[2025-02-26 23:55:19,506:INFO:main: stage Prepare base model  started]
[2025-02-26 23:55:19,518:INFO:common:yaml file :config/config.yaml loaded succfully]
[2025-02-26 23:55:19,531:INFO:common:yaml file :params.yaml loaded succfully]
[2025-02-26 23:55:19,540:INFO:common:created directory at: artifacts]
[2025-02-26 23:55:19,552:INFO:common:created directory at: artifacts/prepare_base_model]
[2025-02-26 23:55:22,533:INFO:main:Stage Prepare base model completed]
[2025-02-26 23:55:22,534:INFO:main: stage Training  started]
[2025-02-26 23:55:22,537:INFO:common:yaml file :config/config.yaml loaded succfully]
[2025-02-26 23:55:22,542:INFO:common:yaml file :params.yaml loaded succfully]
[2025-02-26 23:55:22,546:INFO:common:created directory at: artifacts]
[2025-02-26 23:55:22,551:INFO:common:created directory at: artifacts/training]
[2025-02-26 23:56:21,670:INFO:main:Stage Training completed]
[2025-02-26 23:56:21,670:INFO:main: stage Evaluation stage  started]
[2025-02-26 23:56:21,675:INFO:common:yaml file :config/config.yaml loaded succfully]
[2025-02-26 23:56:21,680:INFO:common:yaml file :params.yaml loaded succfully]
[2025-02-26 23:56:21,683:INFO:common:created directory at: artifacts]
[2025-02-26 23:56:29,656:INFO:common:json file saved at:scores.json]
[2025-02-27 00:01:52,675:WARNING:font_manager:Matplotlib is building the font cache; this may take a moment.]
[2025-02-27 00:01:53,532:INFO:font_manager:generated new fontManager]
[2025-02-27 00:02:46,783:INFO:main: stage Data Ingestion stage  started]
[2025-02-27 00:02:46,785:INFO:common:yaml file :config/config.yaml loaded succfully]
[2025-02-27 00:02:46,787:INFO:common:yaml file :params.yaml loaded succfully]
[2025-02-27 00:02:46,788:INFO:common:created directory at: artifacts]
[2025-02-27 00:02:46,790:INFO:common:created directory at: artifacts/data_ingestion]
[2025-02-27 00:02:46,792:INFO:data_ingestion:Downloading data from https://drive.google.com/file/d/1g0FAt3OgF4BOqwvxBEMCHJ04FaypAALz/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2025-02-27 00:03:23,619:INFO:data_ingestion:Download data from https://drive.google.com/file/d/1g0FAt3OgF4BOqwvxBEMCHJ04FaypAALz/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2025-02-27 00:03:30,097:INFO:main:Stage Data Ingestion stage completed]
[2025-02-27 00:03:30,099:INFO:main: stage Prepare base model  started]
[2025-02-27 00:03:30,112:INFO:common:yaml file :config/config.yaml loaded succfully]
[2025-02-27 00:03:30,116:INFO:common:yaml file :params.yaml loaded succfully]
[2025-02-27 00:03:30,118:INFO:common:created directory at: artifacts]
[2025-02-27 00:03:30,120:INFO:common:created directory at: artifacts/prepare_base_model]
[2025-02-27 00:04:02,116:INFO:main:Stage Prepare base model completed]
[2025-02-27 00:04:02,116:INFO:main: stage Training  started]
[2025-02-27 00:04:02,119:INFO:common:yaml file :config/config.yaml loaded succfully]
[2025-02-27 00:04:02,122:INFO:common:yaml file :params.yaml loaded succfully]
[2025-02-27 00:04:02,123:INFO:common:created directory at: artifacts]
[2025-02-27 00:04:02,126:INFO:common:created directory at: artifacts/training]
[2025-02-27 00:04:44,778:INFO:main:Stage Training completed]
[2025-02-27 00:04:44,780:INFO:main: stage Evaluation stage  started]
[2025-02-27 00:04:44,810:INFO:common:yaml file :config/config.yaml loaded succfully]
[2025-02-27 00:04:44,846:INFO:common:yaml file :params.yaml loaded succfully]
[2025-02-27 00:04:44,862:INFO:common:created directory at: artifacts]
[2025-02-27 00:04:50,096:INFO:common:json file saved at:scores.json]
